district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
Arizona 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ruben Gallego,Democratic,0,132051,0,132051,0,66026,0,first,,,James “007” Bond IV,Write-in (Republican),301,Arizona,0407,official
Arizona 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Debbie Lesko,Republican,0,304417,0,304417,0,152209,0,first,,,Debbie Lesko,Republican,168835,Arizona,0408,official
Arizona 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Debbie Lesko,Republican,0,304417,0,304417,0,152209,0,first,,,Hiral Tipirneni,Democratic,135569,Arizona,0408,official
Arizona 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Debbie Lesko,Republican,0,304417,0,304417,0,152209,0,first,,,Steven Hummel,Write-in (New Paradigm Party),13,Arizona,0408,official
Arizona 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Greg Stanton,Democratic,0,261245,0,261245,0,130623,0,first,,,Greg Stanton,Democratic,159583,Arizona,0409,official
Arizona 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Greg Stanton,Democratic,0,261245,0,261245,0,130623,0,first,,,Stephen L. Ferrara,Republican,101662,Arizona,0409,official
Arkansas 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eric A. “Rick” Crawford,Republican,0,201245,0,201245,0,100623,0,first,,,Eric A. “Rick” Crawford,Republican,138757,Arkansas,0501,official
Arkansas 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eric A. “Rick” Crawford,Republican,0,201245,0,201245,0,100623,0,first,,,Chintan Desai,Democratic,57907,Arkansas,0501,official
Arkansas 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eric A. “Rick” Crawford,Republican,0,201245,0,201245,0,100623,0,first,,,Elvis Presley,Libertarian,4581,Arkansas,0501,official
Arkansas 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,J. French Hill,Republican,0,253453,0,253453,0,126727,0,first,,,J. French Hill,Republican,132125,Arkansas,0502,official
Arkansas 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,J. French Hill,Republican,0,253453,0,253453,0,126727,0,first,,,Clarke Tucker,Democratic,116135,Arkansas,0502,official
Arkansas 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,J. French Hill,Republican,0,253453,0,253453,0,126727,0,first,,,Joe Ryne Swafford,Libertarian,5193,Arkansas,0502,official
Arkansas 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Womack,Republican,0,229568,0,229568,0,114785,0,first,,,Steve Womack,Republican,148717,Arkansas,0503,official
Arkansas 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Womack,Republican,0,229568,0,229568,0,114785,0,first,,,Josh Mahony,Democratic,74952,Arkansas,0503,official
Arkansas 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Steve Womack,Republican,0,229568,0,229568,0,114785,0,first,,,Michael J. Kalagias,Libertarian,5899,Arkansas,0503,official
Arkansas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bruce Westerman,Republican,0,204892,0,204892,0,102447,0,first,,,Bruce Westerman,Republican,136740,Arkansas,0504,official
Arkansas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bruce Westerman,Republican,0,204892,0,204892,0,102447,0,first,,,Hayden Catherine Shamel,Democratic,63984,Arkansas,0504,official
Arkansas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bruce Westerman,Republican,0,204892,0,204892,0,102447,0,first,,,Tom Canada,Libertarian,3952,Arkansas,0504,official
Arkansas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Bruce Westerman,Republican,0,204892,0,204892,0,102447,0,first,,,Write-in,Write-in,216,Arkansas,0504,official
California 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Josh Harder,Democratic,0,221900,0,221900,0,110951,0,first,,,Josh Harder,Democratic,115945,California,0610,official
California 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Josh Harder,Democratic,0,221900,0,221900,0,110951,0,first,,,Jeff Denham,Republican,105955,California,0610,official
California 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mark DeSaulnier,Democratic,0,275681,0,275681,0,137841,0,first,,,Mark DeSaulnier,Democratic,204369,California,0611,official
California 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Mark DeSaulnier,Democratic,0,275681,0,275681,0,137841,0,first,,,John Fitzgerald,Republican,71312,California,0611,official
California 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Nancy Pelosi,Democratic,0,317072,0,317072,0,158537,0,first,,,Nancy Pelosi,Democratic,275292,California,0612,official
California 12th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Nancy Pelosi,Democratic,0,317072,0,317072,0,158537,0,first,,,Lisa Remmer,Republican,41780,California,0612,official
California 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Barbara Lee,Democratic,0,294837,0,294837,0,147419,0,first,,,Barbara Lee,Democratic,260580,California,0613,official
California 13th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Barbara Lee,Democratic,0,294837,0,294837,0,147419,0,first,,,Laura Wells,Green,34257,California,0613,official
California 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jackie Speier,Democratic,0,266823,0,266823,0,133412,0,first,,,Jackie Speier,Democratic,211384,California,0614,official
California 14th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jackie Speier,Democratic,0,266823,0,266823,0,133412,0,first,,,Cristina Osmeña,Republican,55439,California,0614,official
California 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eric Swalwell,Democratic,0,243929,0,243929,0,121965,0,first,,,Eric Swalwell,Democratic,177989,California,0615,official
California 15th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Eric Swalwell,Democratic,0,243929,0,243929,0,121965,0,first,,,"Rudy L. Peters, Jr.",Republican,65940,California,0615,official
California 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jim Costa,Democratic,0,142959,0,142959,0,71480,0,first,,,Jim Costa,Democratic,82266,California,0616,official
California 16th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jim Costa,Democratic,0,142959,0,142959,0,71480,0,first,,,Elizabeth Heng,Republican,60693,California,0616,official
California 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ro Khanna,Democratic,0,211162,0,211162,0,105582,0,first,,,Ro Khanna,Democratic,159105,California,0617,official
California 17th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ro Khanna,Democratic,0,211162,0,211162,0,105582,0,first,,,Ron Cohen,Republican,52057,California,0617,official
California 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Anna G. Eshoo,Democratic,0,302238,0,302238,0,151120,0,first,,,Anna G. Eshoo,Democratic,225142,California,0618,official
California 18th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Anna G. Eshoo,Democratic,0,302238,0,302238,0,151120,0,first,,,Christine Russell,Republican,77096,California,0618,official
California 19th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Zoe Lofgren,Democratic,0,220319,0,220319,0,110160,0,first,,,Zoe Lofgren,Democratic,162496,California,0619,official
California 19th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Zoe Lofgren,Democratic,0,220319,0,220319,0,110160,0,first,,,Justin James Aguilera,Republican,57823,California,0619,official
California 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Doug LaMalfa,Republican,0,291594,0,291594,0,145798,0,first,,,Doug LaMalfa,Republican,160046,California,0601,official
California 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Doug LaMalfa,Republican,0,291594,0,291594,0,145798,0,first,,,Audrey Denney,Democratic,131548,California,0601,official
California 20th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jimmy Panetta,Democratic,0,225721,0,225721,0,112861,0,first,,,Jimmy Panetta,Democratic,183677,California,0620,official
California 20th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jimmy Panetta,Democratic,0,225721,0,225721,0,112861,0,first,,,Ronald Paul Kabat,No Party Preference,42044,California,0620,official
California 21st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,TJ Cox,Democratic,0,113616,0,113616,0,56809,0,first,,,TJ Cox,Democratic,57239,California,0621,official
California 21st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,TJ Cox,Democratic,0,113616,0,113616,0,56809,0,first,,,David G. Valadao,Republican,56377,California,0621,official
California 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Devin G. Nunes,Republican,0,222379,0,222379,0,111190,0,first,,,Devin G. Nunes,Republican,117243,California,0622,official
California 22nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Devin G. Nunes,Republican,0,222379,0,222379,0,111190,0,first,,,Andrew Janz,Democratic,105136,California,0622,official
California 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kevin McCarthy,Republican,0,205774,0,205774,0,102888,0,first,,,Kevin McCarthy,Republican,131113,California,0623,official
California 23rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kevin McCarthy,Republican,0,205774,0,205774,0,102888,0,first,,,Tatiana Matta,Democratic,74661,California,0623,official
California 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Salud O. Carbajal,Democratic,0,284431,0,284431,0,142216,0,first,,,Salud O. Carbajal,Democratic,166550,California,0624,official
California 24th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Salud O. Carbajal,Democratic,0,284431,0,284431,0,142216,0,first,,,Justin Fareed,Republican,117881,California,0624,official
California 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Katie Hill,Democratic,0,245022,0,245022,0,122512,0,first,,,Katie Hill,Democratic,133209,California,0625,official
California 25th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Katie Hill,Democratic,0,245022,0,245022,0,122512,0,first,,,Stephen Knight,Republican,111813,California,0625,official
California 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Julia Brownley,Democratic,0,255426,0,255426,0,127714,0,first,,,Julia Brownley,Democratic,158216,California,0626,official
California 26th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Julia Brownley,Democratic,0,255426,0,255426,0,127714,0,first,,,"Antonio Sabato, Jr.",Republican,97210,California,0626,official
California 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Judy Chu,Democratic,0,202636,0,202636,0,101319,0,first,,,Judy Chu,Democratic,160504,California,0627,official
California 27th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Judy Chu,Democratic,0,202636,0,202636,0,101319,0,first,,,Bryan Witt,Democratic,42132,California,0627,official
California 28th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Adam B. Schiff,Democratic,0,250934,0,250934,0,125468,0,first,,,Adam B. Schiff,Democratic,196662,California,0628,official
California 28th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Adam B. Schiff,Democratic,0,250934,0,250934,0,125468,0,first,,,Johnny J. Nalbandian,Republican,54272,California,0628,official
California 29th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tony Cárdenas,Democratic,0,154692,0,154692,0,77347,0,first,,,Tony Cárdenas,Democratic,124697,California,0629,official
California 29th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Tony Cárdenas,Democratic,0,154692,0,154692,0,77347,0,first,,,Benito Benny Bernal,Republican,29995,California,0629,official
California 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jared Huffman,Democratic,0,315657,0,315657,0,157829,0,first,,,Jared Huffman,Democratic,243081,California,0602,official
California 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jared Huffman,Democratic,0,315657,0,315657,0,157829,0,first,,,Dale K. Mensing,Republican,72576,California,0602,official
California 30th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brad Sherman,Democratic,0,260993,0,260993,0,130497,0,first,,,Brad Sherman,Democratic,191573,California,0630,official
California 30th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brad Sherman,Democratic,0,260993,0,260993,0,130497,0,first,,,Mark S. Reed,Republican,69420,California,0630,official
California 31st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pete Aguilar,Democratic,0,187495,0,187495,0,93748,0,first,,,Pete Aguilar,Democratic,110143,California,0631,official
California 31st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pete Aguilar,Democratic,0,187495,0,187495,0,93748,0,first,,,Sean Flynn,Republican,77352,California,0631,official
California 32nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Grace F. Napolitano,Democratic,0,177031,0,177031,0,88516,0,first,,,Grace F. Napolitano,Democratic,121759,California,0632,official
California 32nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Grace F. Napolitano,Democratic,0,177031,0,177031,0,88516,0,first,,,Joshua M. Scott,Republican,55272,California,0632,official
California 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ted Lieu,Democratic,0,312860,0,312860,0,156431,0,first,,,Ted Lieu,Democratic,219091,California,0633,official
California 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ted Lieu,Democratic,0,312860,0,312860,0,156431,0,first,,,Kenneth Weston Wright,Republican,93769,California,0633,official
California 34th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jimmy Gomez,Democratic,0,151906,0,151906,0,75954,0,first,,,Jimmy Gomez,Democratic,110195,California,0634,official
California 34th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jimmy Gomez,Democratic,0,151906,0,151906,0,75954,0,first,,,Kenneth Mejia,Green,41711,California,0634,official
California 35th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Norma J. Torres,Democratic,0,149024,0,149024,0,74513,0,first,,,Norma J. Torres,Democratic,103420,California,0635,official
California 35th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Norma J. Torres,Democratic,0,149024,0,149024,0,74513,0,first,,,Christian Leonel Valiente,Republican,45604,California,0635,official
California 36th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Raul Ruiz,Democratic,0,207008,0,207008,0,103505,0,first,,,Raul Ruiz,Democratic,122169,California,0636,official
California 36th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Raul Ruiz,Democratic,0,207008,0,207008,0,103505,0,first,,,Kimberlin Brown Pelzer,Republican,84839,California,0636,official
California 37th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Karen Bass,Democratic,0,236378,0,236378,0,118190,0,first,,,Karen Bass,Democratic,210555,California,0637,official
California 37th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Karen Bass,Democratic,0,236378,0,236378,0,118190,0,first,,,Ron J. Bassilian,Republican,25823,California,0637,official
