district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Hawke,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-326.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-326.htm,"RAE, Sam",Australian Labor Party,106479,87184,7735,94919,89.14,13298,"RAE, Sam",Australian Labor Party,32020,"RAE, Sam",Australian Labor Party,50241,"HAQUE, Enamul",Liberal,36943,13298,False,18221
Higgins,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-215.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-215.htm,"ANANDA-RAJAH, Michelle",Australian Labor Party,107736,95511,2774,98285,91.23,3941,"ALLEN, Katie",Liberal,38859,"ANANDA-RAJAH, Michelle",Australian Labor Party,49726,"ALLEN, Katie",Liberal,45785,3941,True,22539
Holt,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-216.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-216.htm,"FERNANDO, Cassandra",Australian Labor Party,107397,88896,6227,95123,88.57,12658,"FERNANDO, Cassandra",Australian Labor Party,36326,"FERNANDO, Cassandra",Australian Labor Party,50777,"PERERA, Ranj",Liberal,38119,12658,False,14451
Hotham,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-217.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-217.htm,"O'NEIL, Clare",Australian Labor Party,115974,100202,3688,103890,89.58,28562,"O'NEIL, Clare",Australian Labor Party,47135,"O'NEIL, Clare",Australian Labor Party,64382,"BEVINAKOPPA, Savitri",Liberal,35820,28562,False,17247
Indi,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-218.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-218.htm,"HAINES, Helen",Independent,117447,101564,5880,107444,91.48,18158,"HAINES, Helen",Independent,41319,"HAINES, Helen",Independent,59861,"LYMAN, Ross",Liberal,41703,18158,False,18542
Isaacs,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-219.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-219.htm,"DREYFUS, Mark",Australian Labor Party,110673,98184,3382,101566,91.77,13452,"DREYFUS, Mark",Australian Labor Party,39228,"DREYFUS, Mark",Australian Labor Party,55818,"BEATON, Robbie",Liberal,42366,13452,False,16590
Jagajaga,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-220.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-220.htm,"THWAITES, Kate",Australian Labor Party,113162,101243,4003,105246,93,25001,"THWAITES, Kate",Australian Labor Party,41412,"THWAITES, Kate",Australian Labor Party,63122,"TOMAR, Sahil",Liberal,38121,25001,False,21710
Kooyong,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-221.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-221.htm,"RYAN, Monique",Independent,112972,102517,3046,105563,93.44,6035,"FRYDENBERG, Josh",Liberal,43736,"RYAN, Monique",Independent,54276,"FRYDENBERG, Josh",Liberal,48241,6035,True,12973
La Trobe,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-223.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-223.htm,"WOOD, Jason",Liberal,105791,91672,4483,96155,90.89,15934,"WOOD, Jason",Liberal,41786,"WOOD, Jason",Liberal,53803,ABHIMANYU KUMAR,Australian Labor Party,37869,15934,False,12017
Lalor,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-222.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-222.htm,"RYAN, Joanne",Australian Labor Party,106949,88522,5752,94274,88.15,22704,"RYAN, Joanne",Australian Labor Party,39047,"RYAN, Joanne",Australian Labor Party,55613,"GADDIPATI, Ravi",Liberal,32909,22704,False,16566
Macnamara,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-322.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-322.htm,"BURNS, Josh",Australian Labor Party,110603,93031,3302,96333,87.1,22791,"BURNS, Josh",Australian Labor Party,29552,"BURNS, Josh",Australian Labor Party,57911,"HARKIN, Colleen",Liberal,35120,22791,False,28359
Mallee,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-224.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-224.htm,"WEBSTER, Anne",The Nationals,120129,102229,6113,108342,90.19,38817,"WEBSTER, Anne",The Nationals,50187,"WEBSTER, Anne",The Nationals,70523,"HART, Carole",Australian Labor Party,31706,38817,False,20336
Maribyrnong,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-225.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-225.htm,"SHORTEN, Bill",Australian Labor Party,108937,93968,4917,98885,90.77,23390,"SHORTEN, Bill",Australian Labor Party,39792,"SHORTEN, Bill",Australian Labor Party,58679,"D'SILVA, Mira",Liberal,35289,23390,False,18887
McEwen,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-226.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-226.htm,"MITCHELL, Rob",Australian Labor Party,108036,95719,3918,99637,92.23,6277,"MITCHELL, Rob",Australian Labor Party,35238,"MITCHELL, Rob",Australian Labor Party,50998,"WELCH, Richard",Liberal,44721,6277,False,15760
Melbourne,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-228.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-228.htm,"BANDT, Adam",The Greens,114388,96506,2993,99499,86.98,19594,"BANDT, Adam",The Greens,47883,"BANDT, Adam",The Greens,58050,"PATERSON, Keir",Australian Labor Party,38456,19594,False,10167
Menzies,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-229.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-229.htm,"WOLAHAN, Keith",Liberal,112743,101019,3355,104374,92.58,1377,"WOLAHAN, Keith",Liberal,42526,"WOLAHAN, Keith",Liberal,51198,"OAKLEY, Naomi",Australian Labor Party,49821,1377,False,8672
Monash,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-323.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-323.htm,"BROADBENT, Russell",Liberal,111082,96712,4752,101464,91.34,5600,"BROADBENT, Russell",Liberal,36546,"BROADBENT, Russell",Liberal,51156,"O'DONNELL, Jessica",Australian Labor Party,45556,5600,False,14610
Nicholls,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-324.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-324.htm,"BIRRELL, Sam",The Nationals,114386,95191,8159,103350,90.35,7251,"BIRRELL, Sam",The Nationals,24886,"BIRRELL, Sam",The Nationals,51221,"PRIESTLY, Rob",Independent,43970,7251,False,26335
Scullin,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-232.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-232.htm,"GILES, Andrew",Australian Labor Party,108583,91122,5494,96616,88.98,28400,"GILES, Andrew",Australian Labor Party,42147,"GILES, Andrew",Australian Labor Party,59761,"PERERA, Virosh",Liberal,31361,28400,False,17614
Wannon,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-233.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-233.htm,"TEHAN, Dan",Liberal,115709,101101,5603,106704,92.22,7933,"TEHAN, Dan",Liberal,44948,"TEHAN, Dan",Liberal,54517,"DYSON, Alex",Independent,46584,7933,False,9569
Wills,https://results.aec.gov.au/27966/Website/HouseDivisionPage-27966-234.htm,https://results.aec.gov.au/27966/Website/HouseDop-27966-234.htm,"KHALIL, Peter",Australian Labor Party,108402,91198,4855,96053,88.61,15632,"KHALIL, Peter",Australian Labor Party,35449,"KHALIL, Peter",Australian Labor Party,53415,"JEFFORD, Sarah",The Greens,37783,15632,False,17966
