district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Bowman,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-155.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-155.htm,"LAMING, Andrew",Liberal National Party,103446,92325,3654,95979,92.78,13055,"LAMING, Andrew",Liberal National Party of Queensland,45946,"LAMING, Andrew",Liberal National Party of Queensland,52690,"RICHARDS, Kim",Australian Labor Party,39635,13055,False,6744
Braddon,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-193.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-193.htm,"KEAY, Justine",Australian Labor Party,72529,64672,3568,68240,94.09,2846,"WHITELEY, Brett",Liberal,26841,"KEAY, Justine",Australian Labor Party,33759,"WHITELEY, Brett",Liberal,30913,2846,True,7861
Bradfield,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-108.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-108.htm,"FLETCHER, Paul",Liberal,105662,93634,3446,97080,91.88,39392,"FLETCHER, Paul",Liberal,57231,"FLETCHER, Paul",Liberal,66513,"GOMPERTZ, Katie",Labor,27121,39392,False,9282
Brand,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-235.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-235.htm,"KING, Madeleine",Australian Labor Party,98025,81718,3602,85320,87.04,18686,"KING, Madeleine",Australian Labor Party,38803,"KING, Madeleine",Australian Labor Party,50202,"BUCHANAN, Craig",Liberal,31516,18686,False,11399
Brisbane,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-156.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-156.htm,"EVANS, Trevor",Liberal National Party,107003,94225,2304,96529,90.21,11161,"EVANS, Trevor",Liberal National Party of Queensland,46972,"EVANS, Trevor",Liberal National Party of Queensland,52693,"O'NEILL, Pat",Australian Labor Party,41532,11161,False,5721
Bruce,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-201.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-201.htm,"HILL, Julian",Australian Labor Party,96742,83012,4064,87076,90.01,6776,"HILL, Julian",Australian Labor Party,36804,"HILL, Julian",Australian Labor Party,44894,"KROGER, Helen",Liberal,38118,6776,False,8090
Burt,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-317.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-317.htm,"KEOGH, Matt",Australian Labor Party,99474,84358,3903,88261,88.73,11996,"KEOGH, Matt",Australian Labor Party,39673,"KEOGH, Matt",Australian Labor Party,48177,"O'SULLIVAN, Matt",Liberal,36181,11996,False,8504
Calare,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-109.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-109.htm,"GEE, Andrew",The Nationals,112957,100278,5490,105768,93.64,23678,"GEE, Andrew",The Nationals,47717,"GEE, Andrew",The Nationals,61978,"JENNINGS, Jess",Labor,38300,23678,False,14261
Calwell,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-203.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-203.htm,"VAMVAKINOU, Maria",Australian Labor Party,109405,89848,6286,96134,87.87,32108,"VAMVAKINOU, Maria",Australian Labor Party,51040,"VAMVAKINOU, Maria",Australian Labor Party,60978,"HSU, John",Liberal,28870,32108,False,9938
Canberra,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-101.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-101.htm,"BRODTMANN, Gai",Australian Labor Party,143231,128720,3590,132310,92.38,21774,"BRODTMANN, Gai",Australian Labor Party,55091,"BRODTMANN, Gai",Australian Labor Party,75247,"ADELAN-LANGFORD, Jessica",Liberal,53473,21774,False,20156
Canning,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-236.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-236.htm,"HASTIE, Andrew",Liberal,98894,84494,3743,88237,89.22,11480,"HASTIE, Andrew",Liberal,42497,"HASTIE, Andrew",Liberal,47987,"WINMAR, Barry",Australian Labor Party,36507,11480,False,5490
Capricornia,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-157.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-157.htm,"LANDRY, Michelle",Liberal National Party,98190,88155,3242,91397,93.08,1111,"LANDRY, Michelle",Liberal National Party of Queensland,35310,"LANDRY, Michelle",Liberal National Party of Queensland,44633,"NEATON, Leisa",Australian Labor Party,43522,1111,False,9323
Casey,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-204.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-204.htm,"SMITH, Tony",Liberal,102908,92231,3620,95851,93.14,11175,"SMITH, Tony",Liberal,45680,"SMITH, Tony",Liberal,51703,"MELKONIAN, Hovig",Australian Labor Party,40528,11175,False,6023
Chifley,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-111.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-111.htm,"HUSIC, Ed",Australian Labor Party,103864,85569,7785,93354,89.88,32835,"HUSIC, Ed",Labor,52278,"HUSIC, Ed",Labor,59202,"KUMAR, Mohit",Liberal,26367,32835,False,6924
Chisholm,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-205.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-205.htm,"BANKS, Julia",Liberal,97424,86720,2439,89159,91.52,2154,"BANKS, Julia",Liberal,39265,"BANKS, Julia",Liberal,44437,"PERRI, Stefanie",Australian Labor Party,42283,2154,False,5172
Cook,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-112.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-112.htm,"MORRISON, Scott",Liberal,104340,91385,4983,96368,92.36,28135,"MORRISON, Scott",Liberal,53321,"MORRISON, Scott",Liberal,59760,"ATKINS, David",Labor,31625,28135,False,6439
Corangamite,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-207.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-207.htm,"HENDERSON, Sarah",Liberal,110277,98417,5181,103598,93.94,6165,"HENDERSON, Sarah",Liberal,45687,"HENDERSON, Sarah",Liberal,52291,"COKER, Libby",Australian Labor Party,46126,6165,False,6604
Corio,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-208.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-208.htm,"MARLES, Richard",Australian Labor Party,107808,94435,4561,98996,91.83,18877,"MARLES, Richard",Australian Labor Party,43087,"MARLES, Richard",Australian Labor Party,56656,"LANGE, Richard",Liberal,37779,18877,False,13569
Cowan,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-237.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-237.htm,"ALY, Anne",Australian Labor Party,96213,81496,4712,86208,89.6,1106,"SIMPKINS, Luke",Liberal,34405,"ALY, Anne",Australian Labor Party,41301,"SIMPKINS, Luke",Liberal,40195,1106,True,7335
Cowper,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-113.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-113.htm,"HARTSUYKER, Luke",The Nationals,118260,103460,5613,109073,92.23,9426,"HARTSUYKER, Luke",The Nationals,47559,"HARTSUYKER, Luke",The Nationals,56443,"OAKESHOTT, Robert James Murray",Independent,47017,9426,False,8884
Cunningham,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-114.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-114.htm,"BIRD, Sharon",Australian Labor Party,111304,96924,4933,101857,91.51,25830,"BIRD, Sharon",Labor,46414,"BIRD, Sharon",Labor,61377,"BLICAVS, Michelle",Liberal,35547,25830,False,14963
Curtin,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-238.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-238.htm,"BISHOP, Julie",Liberal,97534,85764,1772,87536,89.75,35498,"BISHOP, Julie",Liberal,56175,"BISHOP, Julie",Liberal,60631,"CALLANAN, Melissa",Australian Labor Party,25133,35498,False,4456
Dawson,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-158.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-158.htm,"CHRISTENSEN, George",Liberal National Party,103665,90300,4309,94609,91.26,6034,"CHRISTENSEN, George",Liberal National Party of Queensland,38474,"CHRISTENSEN, George",Liberal National Party of Queensland,48167,"GILBERT, Frank",Australian Labor Party,42133,6034,False,9693
Deakin,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-209.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-209.htm,"SUKKAR, Michael",Liberal,99698,90268,2471,92739,93.02,10260,"SUKKAR, Michael",Liberal,45161,"SUKKAR, Michael",Liberal,50264,"CLARK, Tony",Australian Labor Party,40004,10260,False,5103
Denison,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-194.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-194.htm,"WILKIE, Andrew",Independent,73963,66654,2002,68656,92.82,23698,"WILKIE, Andrew",Independent,29372,"WILKIE, Andrew",Independent,45176,"AUSTIN, Jane",Australian Labor Party,21478,23698,False,15804
Dickson,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-252.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-252.htm,"DUTTON, Peter",Liberal National Party,100674,90933,3172,94105,93.47,2911,"DUTTON, Peter",Liberal National Party of Queensland,40519,"DUTTON, Peter",Liberal National Party of Queensland,46922,"LAVARCH, Linda",Australian Labor Party,44011,2911,False,6403
Dobell,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-115.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-115.htm,"McBRIDE, Emma",Australian Labor Party,111630,96674,5956,102630,91.94,9308,"McBRIDE, Emma",Labor,41454,"McBRIDE, Emma",Labor,52991,"McNAMARA, Karen",Liberal,43683,9308,False,11537
Dunkley,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-210.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-210.htm,"CREWTHER, Chris",Liberal,104957,89293,6151,95444,90.94,2557,"CREWTHER, Chris",Liberal,38158,"CREWTHER, Chris",Liberal,45925,"MURPHY, Peta",Australian Labor Party,43368,2557,False,7767
Durack,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-312.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-312.htm,"PRICE, Melissa",Liberal,97294,76689,3122,79811,82.03,16957,"PRICE, Melissa",Liberal,32011,"PRICE, Melissa",Liberal,46823,"MARTIN, Carol",Australian Labor Party,29866,16957,False,14812
Eden-Monaro,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-117.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-117.htm,"KELLY, Mike",Australian Labor Party,107817,94469,6399,100868,93.55,5537,"KELLY, Mike",Labor,39565,"KELLY, Mike",Labor,50003,"HENDY, Peter",Liberal,44466,5537,False,10438
Fadden,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-159.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-159.htm,"ROBERT, Stuart",Liberal National Party,104710,89404,4243,93647,89.43,19752,"ROBERT, Stuart",Liberal National Party of Queensland,43938,"ROBERT, Stuart",Liberal National Party of Queensland,54578,"SCANLON, Meaghan",Australian Labor Party,34826,19752,False,10640
Fairfax,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-160.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-160.htm,"O'BRIEN, Ted",Liberal National Party,108247,92463,6146,98609,91.1,20135,"O'BRIEN, Ted",Liberal National Party of Queensland,44787,"O'BRIEN, Ted",Liberal National Party of Queensland,56299,"ANDERSON, Scott",Australian Labor Party,36164,20135,False,11512
Farrer,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-118.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-118.htm,"LEY, Sussan",Liberal,111388,96579,6602,103181,92.63,39649,"LEY, Sussan",Liberal,55893,"LEY, Sussan",Liberal,68114,"KUNDE, Christian",Labor,28465,39649,False,12221
Fenner,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-102.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-102.htm,"LEIGH, Andrew Keith",Australian Labor Party,138814,124022,3595,127617,91.93,34462,"LEIGH, Andrew Keith",Australian Labor Party,56796,"LEIGH, Andrew Keith",Australian Labor Party,79242,"GUNNING, Robert",Liberal,44780,34462,False,22446
Fisher,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-161.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-161.htm,"WALLACE, Andrew",Liberal National Party,98592,83765,6157,89922,91.21,15181,"WALLACE, Andrew",Liberal National Party of Queensland,40424,"WALLACE, Andrew",Liberal National Party of Queensland,49473,"GISSANE, Bill",Australian Labor Party,34292,15181,False,9049
Flinders,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-211.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-211.htm,"HUNT, Greg",Liberal,115356,101574,3863,105437,91.4,15792,"HUNT, Greg",Liberal,52412,"HUNT, Greg",Liberal,58683,"GLEIXNER, Carolyn",Australian Labor Party,42891,15792,False,6271
Flynn,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-311.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-311.htm,"O'DOWD, Ken",Liberal National Party,100667,87146,5755,92901,92.29,1814,"O'DOWD, Ken",Liberal National Party of Queensland,32293,"O'DOWD, Ken",Liberal National Party of Queensland,44480,"BEERS, Zac",Australian Labor Party,42666,1814,False,12187
Forde,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-162.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-162.htm,"van MANEN, Bert",Liberal National Party,99010,83910,4486,88396,89.28,1062,"van MANEN, Bert",Liberal National Party of Queensland,34096,"van MANEN, Bert",Liberal National Party of Queensland,42486,"HARDMAN, Des",Australian Labor Party,41424,1062,False,8390
Forrest,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-239.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-239.htm,"MARINO, Nola",Liberal,100262,84691,5269,89960,89.72,21271,"MARINO, Nola",Liberal,41869,"MARINO, Nola",Liberal,52981,"LOUD, Lorrae",Australian Labor Party,31710,21271,False,11112
Fowler,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-119.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-119.htm,"HAYES, Chris",Australian Labor Party,105449,84770,9850,94620,89.73,29648,"HAYES, Chris",Labor,51559,"HAYES, Chris",Labor,57209,"FARHAN, Adam",Liberal,27561,29648,False,5650
Franklin,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-195.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-195.htm,"COLLINS, Julie",Australian Labor Party,76784,69607,2453,72060,93.85,14921,"COLLINS, Julie",Australian Labor Party,32724,"COLLINS, Julie",Australian Labor Party,42264,"MARKHAM, Amanda-Sue",Liberal,27343,14921,False,9540
Fremantle,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-240.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-240.htm,"WILSON, Josh",Australian Labor Party,99550,84876,3535,88411,88.81,12766,"WILSON, Josh",Australian Labor Party,34792,"WILSON, Josh",Australian Labor Party,48821,"KELLY, Pierrette",Liberal,36055,12766,False,14029
Gellibrand,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-212.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-212.htm,"WATTS, Tim",Australian Labor Party,108469,92417,3868,96285,88.77,33703,"WATTS, Tim",Australian Labor Party,43340,"WATTS, Tim",Australian Labor Party,63060,"WILLIS, Ben",Liberal,29357,33703,False,19720
Gilmore,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-120.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-120.htm,"SUDMALIS, Ann",Liberal,115878,103169,4442,107611,92.87,1503,"SUDMALIS, Ann",Liberal,46713,"SUDMALIS, Ann",Liberal,52336,"PHILLIPS, Fiona",Labor,50833,1503,False,5623
Gippsland,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-213.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-213.htm,"CHESTER, Darren",The Nationals,104088,89292,6588,95880,92.11,32920,"CHESTER, Darren",The Nationals,50309,"CHESTER, Darren",The Nationals,61106,"BHATTI, Shashi",Australian Labor Party,28186,32920,False,10797
Goldstein,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-214.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-214.htm,"WILSON, Tim",Liberal,104895,93540,2363,95903,91.43,23716,"WILSON, Tim",Liberal,52694,"WILSON, Tim",Liberal,58628,"COOTE, Matthew Ross",Australian Labor Party,34912,23716,False,5934
Gorton,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-309.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-309.htm,"O'CONNOR, Brendan",Australian Labor Party,115977,98105,5253,103358,89.12,38165,"O'CONNOR, Brendan",Australian Labor Party,61110,"O'CONNOR, Brendan",Australian Labor Party,68135,"LANG, Daryl",Liberal,29970,38165,False,7025
Grayndler,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-121.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-121.htm,"ALBANESE, Anthony",Australian Labor Party,105586,87922,6343,94265,89.28,27822,"ALBANESE, Anthony",Labor,40503,"ALBANESE, Anthony",Labor,57872,"CASEY, Jim",The Greens,30050,27822,False,17369
Greenway,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-122.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-122.htm,"ROWLAND, Michelle",Australian Labor Party,104377,89083,7282,96365,92.32,11243,"ROWLAND, Michelle",Labor,43722,"ROWLAND, Michelle",Labor,50163,"KEANE, Yvonne",Liberal,38920,11243,False,6441
Grey,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-183.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-183.htm,"RAMSEY, Rowan",Liberal,102059,89876,3619,93495,91.61,3508,"RAMSEY, Rowan",Liberal,38409,"RAMSEY, Rowan",Liberal,46692,"BROADFOOT, Andrea",Nick Xenophon Team,43184,3508,False,8283
Griffith,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-163.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-163.htm,"BUTLER, Terri",Australian Labor Party,105828,91983,3897,95880,90.6,2945,"WARD, Fiona",Liberal National Party of Queensland,37716,"BUTLER, Terri",Australian Labor Party,47464,"WARD, Fiona",Liberal National Party of Queensland,44519,2945,True,16940
Groom,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-164.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-164.htm,"McVEIGH, John",Liberal National Party,101512,91247,3380,94627,93.22,27931,"McVEIGH, John",Liberal National Party of Queensland,49270,"McVEIGH, John",Liberal National Party of Queensland,59589,"HERBERTSON, Bronwyn",Australian Labor Party,31658,27931,False,10319
Hasluck,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-305.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-305.htm,"WYATT, Ken",Liberal,95334,81251,3425,84676,88.82,3337,"WYATT, Ken",Liberal,36519,"WYATT, Ken",Liberal,42294,"LEADBETTER, Bill",Australian Labor Party,38957,3337,False,5775
Herbert,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-165.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-165.htm,"O'TOOLE, Cathy",Australian Labor Party,104815,88337,6525,94862,90.5,37,"JONES, Ewen",Liberal National Party of Queensland,31361,"O'TOOLE, Cathy",Australian Labor Party,44187,"JONES, Ewen",Liberal National Party of Queensland,44150,37,True,17287
Higgins,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-215.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-215.htm,"O'DWYER, Kelly",Liberal,104678,90291,3550,93841,89.65,14427,"O'DWYER, Kelly",Liberal,46953,"O'DWYER, Kelly",Liberal,52359,"BALL, Jason",The Greens,37932,14427,False,5406
Hindmarsh,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-185.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-185.htm,"GEORGANAS, Steve",Australian Labor Party,111715,98032,4232,102264,91.54,1140,"WILLIAMS, Matt",Liberal,39570,"GEORGANAS, Steve",Australian Labor Party,49586,"WILLIAMS, Matt",Liberal,48446,1140,True,16231
Hinkler,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-166.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-166.htm,"PITT, Keith",Liberal National Party,100687,88669,4258,92927,92.29,14939,"PITT, Keith",Liberal National Party of Queensland,38887,"PITT, Keith",Liberal National Party of Queensland,51804,"LAWSON, Tim",Australian Labor Party,36865,14939,False,12917
Holt,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-216.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-216.htm,"BYRNE, Anthony",Australian Labor Party,116291,99630,5243,104873,90.18,28228,"BYRNE, Anthony",Australian Labor Party,53506,"BYRNE, Anthony",Australian Labor Party,63929,"MATHIAS, James",Liberal,35701,28228,False,10423
Hotham,https://results.aec.gov.au/20499/Website/HouseDivisionPage-20499-217.htm,https://results.aec.gov.au/20499/Website/HouseDop-20499-217.htm,"O'NEIL, Clare",Australian Labor Party,99994,87164,3511,90675,90.68,13044,"O'NEIL, Clare",Australian Labor Party,39881,"O'NEIL, Clare",Australian Labor Party,50104,"HUA, George",Liberal,37060,13044,False,10223
